ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES,RSP,FXM,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
27,TABASCO,13,NACAJUCA,48,158,676,1629,1171,11127,2078,1188,25791,891,7471,878,32,21,3,5,0,0,0,0,,,,27,2196,55184,99246
27,TABASCO,14,PARAISO,45,122,296,1488,9490,503,947,672,22083,639,655,5994,76,20,1,17,0,0,0,0,,,,10,1088,43979,71326
27,TABASCO,15,TACOTALPA,27,66,176,1974,462,565,328,6438,10173,418,238,356,4,26,0,3,0,0,0,0,,,,4,1004,22169,34874
27,TABASCO,16,TEAPA,26,71,190,3953,1597,395,465,690,10972,432,449,2046,11,9,2,9,0,0,0,0,,,,4,722,21946,41510
27,TABASCO,17,TENOSIQUE,44,87,261,6423,247,665,192,281,18802,410,276,357,11,545,3,5,0,0,0,0,,,,7,770,29255,45345
28,TAMAULIPAS,1,ABASOLO,11,17,2102,2563,33,16,130,40,1309,30,16,25,0,0,0,0,0,0,0,0,,,,0,146,6410,8442
28,TAMAULIPAS,2,ALDAMA,21,46,6541,411,226,793,156,3451,4715,66,129,57,0,0,0,0,0,0,0,0,,,,1,526,17072,23665
28,TAMAULIPAS,3,ALTAMIRA,84,277,30912,4413,2285,916,1949,3315,41779,2930,824,912,0,0,0,0,106,5,23,545,,,,21,2055,92990,175540
28,TAMAULIPAS,4,ANTIGUO MORELOS,7,14,3171,508,40,184,125,26,963,81,11,92,0,0,0,0,0,0,0,0,,,,1,133,5335,7450
28,TAMAULIPAS,5,BURGOS,8,12,1958,56,17,46,1690,6,287,5,1,2,0,0,0,0,2,1,0,24,,,,1,53,4149,4848
28,TAMAULIPAS,6,BUSTAMANTE,9,15,2523,622,5,32,40,14,1195,31,42,6,0,0,0,0,0,0,0,0,,,,0,75,4585,5884
28,TAMAULIPAS,7,CAMARGO,15,24,2324,1427,34,104,710,20,1519,73,22,95,0,0,0,0,5,5,1,146,,,,0,186,6671,12776
28,TAMAULIPAS,8,CASAS,8,13,1608,873,15,205,94,14,559,8,9,2,0,0,0,0,0,0,0,0,,,,0,93,3480,4480
28,TAMAULIPAS,9,CIUDAD MADERO,107,289,35802,3600,854,1570,1533,2646,45961,2555,1175,973,0,0,0,0,141,14,33,534,,,,110,1651,99152,172200
28,TAMAULIPAS,10,CRUILLAS,5,7,1050,219,3,18,22,10,569,6,14,3,0,0,0,0,0,0,0,2,,,,0,39,1955,2349
28,TAMAULIPAS,11,GOMEZ FARIAS,7,17,2272,260,26,877,93,44,1421,42,41,18,0,0,0,0,0,0,0,0,,,,1,144,5239,7248
28,TAMAULIPAS,12,GONZALEZ,37,66,6343,3164,204,246,331,961,6232,437,213,125,0,0,0,0,0,0,0,0,,,,15,704,18975,32131
28,TAMAULIPAS,13,GUEMEZ,15,28,2952,3445,14,89,41,1934,1309,205,38,21,0,0,0,0,3,0,0,9,,,,0,160,10220,13137
28,TAMAULIPAS,14,GUERRERO,3,6,420,421,3,450,163,6,269,5,4,2,0,0,0,0,3,3,6,7,,,,0,41,1803,2524
28,TAMAULIPAS,15,GUSTAVO DIAZ ORDAZ,14,27,1751,346,17,198,593,37,1560,1602,69,995,0,0,0,0,4,2,0,89,,,,2,176,7441,13517
28,TAMAULIPAS,16,HIDALGO,21,31,6489,580,56,157,229,111,1066,40,23,18,0,0,0,0,0,0,0,5,,,,0,237,9011,14329
28,TAMAULIPAS,17,JAUMAVE,12,28,3182,712,91,147,128,212,3437,193,156,352,0,0,0,0,0,0,0,0,,,,7,520,9137,12332
28,TAMAULIPAS,18,JIMENEZ,8,13,1810,1549,15,20,21,36,1043,15,28,12,0,0,0,0,0,0,0,0,,,,1,93,4643,6075
28,TAMAULIPAS,19,LLERA,18,30,4041,553,88,160,396,272,3412,72,143,81,0,0,0,0,0,0,0,0,,,,2,537,9757,12938
28,TAMAULIPAS,20,MAINERO,4,6,1168,61,14,9,69,6,38,3,1,1,0,0,0,0,1,1,0,0,,,,1,34,1407,2015
28,TAMAULIPAS,21,EL MANTE,86,161,14931,8113,557,4048,938,857,20474,973,416,397,0,0,0,0,0,0,0,0,,,,14,1260,52978,86769
28,TAMAULIPAS,22,MATAMOROS,234,688,49711,15806,1445,3160,3243,3936,104090,2463,1376,1677,0,0,0,0,146,28,92,664,,,,119,3842,191798,418044
28,TAMAULIPAS,23,MENDEZ,6,10,1466,1062,2,25,63,12,320,6,7,49,0,0,0,0,2,0,1,2,,,,1,61,3079,3958
28,TAMAULIPAS,24,MIER,6,9,1012,327,7,65,210,25,514,42,16,26,0,0,0,0,2,0,0,81,,,,2,106,2435,4164
28,TAMAULIPAS,25,MIGUEL ALEMAN,22,40,5045,3220,68,1263,145,58,1592,55,15,40,0,0,0,0,3,1,6,11,,,,0,249,11771,21071
28,TAMAULIPAS,26,MIQUIHUANA,4,7,1449,563,13,88,71,11,294,5,10,3,0,0,0,0,0,0,0,0,,,,0,80,2587,3092
28,TAMAULIPAS,27,NUEVO LAREDO,206,539,59592,11594,953,2930,2038,3245,60695,1955,1475,2248,0,0,0,0,86,15,56,420,,,,107,3197,150606,324662
28,TAMAULIPAS,28,NUEVO MORELOS,3,6,1191,934,10,8,114,15,382,9,4,7,0,0,0,0,0,0,0,0,,,,0,72,2746,3345
28,TAMAULIPAS,29,OCAMPO,14,22,3410,1316,53,191,181,86,2094,201,157,41,0,0,0,0,0,0,0,0,,,,2,398,8130,11094
28,TAMAULIPAS,30,PADILLA,9,22,4225,542,32,192,585,87,2003,54,251,14,0,0,0,0,3,1,1,96,,,,1,146,8233,11674
28,TAMAULIPAS,31,PALMILLAS,4,5,864,51,3,9,7,18,377,10,8,5,0,0,0,0,0,0,0,0,,,,0,18,1370,1818
28,TAMAULIPAS,32,REYNOSA,409,936,74446,14093,2358,5211,4970,7824,100426,8350,2838,2335,0,0,0,0,238,41,89,1196,,,,82,5366,229863,540839
28,TAMAULIPAS,33,RIO BRAVO,72,179,15714,4810,1151,1521,2213,2164,17804,1335,877,773,0,0,0,0,26,10,13,199,,,,19,1330,49959,105943
28,TAMAULIPAS,34,SAN CARLOS,12,18,2963,410,27,34,71,35,681,31,42,10,0,0,0,0,1,0,0,2,,,,0,185,4492,7039
28,TAMAULIPAS,35,SAN FERNANDO,51,78,7911,6148,250,995,655,438,6799,298,314,209,0,0,0,0,33,4,12,76,,,,19,566,24727,38855
28,TAMAULIPAS,36,SAN NICOLAS,2,3,707,22,0,2,8,0,28,3,2,1,0,0,0,0,0,0,0,1,,,,0,6,780,986
28,TAMAULIPAS,37,SOTO LA MARINA,24,45,4426,318,59,120,3749,57,3840,88,463,66,0,0,0,0,0,0,0,0,,,,2,575,13763,19630
28,TAMAULIPAS,38,TAMPICO,192,440,65975,3562,894,1546,2315,4828,57740,1883,1846,882,0,0,0,0,311,23,55,633,,,,77,2296,144866,251604
28,TAMAULIPAS,39,TULA,19,43,6033,3860,75,86,104,108,3012,211,118,253,0,0,0,0,0,0,0,0,,,,4,375,14239,22677
28,TAMAULIPAS,40,VALLE HERMOSO,45,86,9487,4687,126,634,639,404,8330,224,130,302,0,0,0,0,60,5,3,62,,,,2,578,25673,47439
28,TAMAULIPAS,41,VICTORIA,149,422,53150,23174,1330,2885,2584,6648,50221,2193,2586,1754,0,0,0,0,117,17,52,430,,,,79,2851,150071,254001
28,TAMAULIPAS,42,VILLAGRAN,7,13,3043,167,21,30,58,11,132,12,5,5,0,0,0,0,0,0,2,3,,,,0,77,3566,4580
28,TAMAULIPAS,43,XICOTENCATL,21,38,6949,465,89,128,241,204,5332,94,130,69,0,0,0,0,0,0,0,0,,,,1,230,13932,18776
29,TLAXCALA,1,AMAXAC DE GUERRERO,4,13,309,1164,184,69,355,165,2530,239,236,214,18,7,1,0,0,0,0,0,,,,2,289,5782,8444
29,TLAXCALA,2,APETATITLAN DE ANTONIO CARVAJAL,7,20,1541,1145,119,156,333,525,3589,326,213,420,16,3,4,0,8,1,0,7,,,,1,358,8765,12204
29,TLAXCALA,3,APIZACO,37,106,8520,3394,1088,733,1573,1016,11678,1371,2325,1702,145,49,17,8,52,7,12,46,,,4501,36,1636,39909,66421
29,TLAXCALA,4,ATLANGATEPEC,9,11,318,457,65,102,50,31,643,31,70,94,2,1,0,0,0,0,0,0,,,1844,0,181,3889,5104
29,TLAXCALA,5,ATLTZAYANCA,19,28,1162,1863,382,930,397,151,2157,72,286,137,14,14,6,5,13,10,6,7,,,1962,2,452,10028,12894
29,TLAXCALA,6,CALPULALPAN,21,59,2569,3529,1562,412,393,463,7003,537,878,1594,65,22,9,11,0,0,0,0,,,,5,1088,20140,35982
29,TLAXCALA,7,EL CARMEN TEQUEXQUITLA,7,20,956,851,485,155,301,107,2092,184,1285,85,16,11,5,2,5,0,0,2,,,179,3,548,7272,12223
29,TLAXCALA,8,CUAPIAXTLA,10,21,496,1953,275,93,806,165,1910,130,430,423,3,9,1,1,4,2,4,15,,,1111,1,375,8207,11021
29,TLAXCALA,9,CUAXOMULCO,5,8,758,339,63,53,100,71,807,138,96,204,5,6,1,0,2,2,0,0,,,629,1,221,3496,4599
29,TLAXCALA,10,CHIAUTEMPAN,31,91,2424,3986,1368,2143,1616,1397,14346,659,1035,2498,73,26,10,10,41,16,41,39,,,,34,1637,33399,54977
29,TLAXCALA,11,MUÑOZ DE DOMINGO ARENAS,4,7,417,359,34,32,66,50,1081,153,291,35,10,2,1,0,0,0,0,0,,,,1,148,2680,3737
29,TLAXCALA,12,ESPAÑITA,12,16,1383,1459,46,57,369,141,1361,41,73,28,7,11,4,1,0,0,0,0,,,,0,223,5204,7027
29,TLAXCALA,13,HUAMANTLA,42,111,6201,4702,1331,4166,2645,853,10928,586,1331,1913,131,114,29,8,122,26,62,84,,,3175,32,2181,40620,68269
29,TLAXCALA,14,HUEYOTLIPAN,12,21,1097,1948,108,105,114,353,2509,296,1282,59,7,7,3,3,0,0,0,0,,,,2,433,8326,11646
29,TLAXCALA,15,IXTACUIXTLA DE MARIANO MATAMOROS,25,52,1251,3263,629,623,510,298,9267,481,920,838,25,15,8,9,0,0,0,0,,,,6,1023,19166,29554
29,TLAXCALA,16,IXTENCO,4,10,223,429,76,63,330,212,1103,90,174,158,6,0,4,1,4,1,0,3,,,800,0,247,3924,5604
29,TLAXCALA,17,MAZATECOCHCO DE JOSE MARIA MORELOS,4,12,283,926,648,318,334,237,2379,85,280,133,2,0,0,3,5,1,2,3,,,,0,280,5919,7968
29,TLAXCALA,18,CONTLA DE JUAN CUAMATZI,17,45,1718,2154,295,414,933,865,9195,534,738,613,21,10,5,2,9,4,3,17,,,,18,1220,18768,27928
29,TLAXCALA,19,TEPETITLA DE LARDIZABAL,8,24,1208,550,338,241,1063,254,5239,274,251,271,24,4,2,0,0,0,0,0,,,,6,511,10236,15487
29,TLAXCALA,20,SANCTORUM DE LAZARO CARDENAS,5,12,447,894,544,42,233,103,1433,123,321,91,13,4,7,1,0,0,0,0,,,,8,232,4496,6864
29,TLAXCALA,21,NANACAMILPA DE MARIANO ARISTA,10,23,592,1779,1052,281,741,368,3142,197,187,277,18,8,1,9,0,0,0,0,,,,1,420,9073,13665
29,TLAXCALA,22,ACUAMANALA DE MIGUEL HIDALGO,4,8,175,539,185,92,152,211,1940,102,341,88,1,1,1,0,4,0,0,5,,,,0,212,4049,4871
29,TLAXCALA,23,NATIVITAS,14,33,1849,1373,558,466,1693,774,4920,184,311,179,35,14,7,1,0,0,0,0,,,,0,859,13223,19140
29,TLAXCALA,24,PANOTLA,16,36,777,2162,197,454,746,379,6629,540,571,888,31,16,3,2,0,0,0,0,,,,7,962,14364,20812
29,TLAXCALA,25,SAN PABLO DEL MONTE,17,85,1596,6182,2891,1751,2958,3125,10710,944,2698,2375,78,25,12,74,32,11,9,35,,,,8,1871,37385,58289
29,TLAXCALA,26,SANTA CRUZ TLAXCALA,8,25,1228,1314,102,539,243,536,3828,212,486,285,19,7,4,0,9,0,7,3,,,1194,5,520,10541,15620
29,TLAXCALA,27,TENANCINGO,6,15,686,1050,29,40,163,94,2403,123,410,245,1,3,1,2,4,0,3,11,,,,1,235,5504,9115
29,TLAXCALA,28,TEOLOCHOLCO,9,29,503,1346,677,1247,1616,580,5046,161,536,818,9,4,4,3,9,12,9,23,,,,2,733,13338,17875
29,TLAXCALA,29,TEPEYANCO,7,16,356,962,269,154,800,336,2685,124,308,325,23,5,4,2,8,2,0,11,,,,1,571,6946,9301
29,TLAXCALA,30,TERRENATE,8,18,778,1235,253,328,498,144,2961,286,190,83,12,10,4,2,11,6,4,7,,,1020,4,524,8360,10806
29,TLAXCALA,31,TETLA DE LA SOLIDARIDAD,15,38,1738,1179,389,177,942,199,3593,374,579,468,35,15,9,3,1,8,0,12,,,4160,10,744,14635,23180
29,TLAXCALA,32,TETLATLAHUCA,7,17,576,795,193,345,1399,146,2570,399,137,78,22,10,5,2,0,0,0,0,,,,1,398,7076,9739
29,TLAXCALA,33,TLAXCALA,36,120,4778,8830,874,1234,1400,2805,21992,1436,1097,2141,163,59,8,4,77,8,32,77,,,,69,2013,49097,76407
29,TLAXCALA,34,TLAXCO,36,64,3605,2832,2838,281,534,294,4870,273,848,244,71,52,43,26,8,1,3,8,,,4159,9,969,21968,33043
29,TLAXCALA,35,TOCATLAN,3,8,182,654,65,155,257,61,952,33,157,276,2,4,0,1,3,0,1,1,,,569,2,145,3520,4666
29,TLAXCALA,36,TOTOLAC,13,32,653,1994,227,330,394,338,5456,438,526,778,34,19,0,2,0,0,0,0,,,,4,819,12012,17454
29,TLAXCALA,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,7,13,272,1231,201,103,185,536,1394,163,134,111,7,11,1,3,0,0,1,5,,,201,5,286,4850,6809
29,TLAXCALA,38,TZOMPANTEPEC,8,19,1240,1166,306,115,201,260,2143,159,315,256,28,11,4,5,8,0,1,4,,,1348,1,372,7943,12007
29,TLAXCALA,39,XALOZTOC,9,27,1293,1214,432,450,839,725,2969,380,531,269,16,5,6,0,5,3,4,2,,,2421,7,741,12312,17571
29,TLAXCALA,40,XALTOCAN,9,16,769,672,207,332,102,129,1810,123,1212,154,7,8,3,0,0,0,0,0,,,,1,373,5902,8453
29,TLAXCALA,41,PAPALOTLA DE XICOHTENCATL,12,36,436,2201,665,694,1504,765,5784,506,1110,585,11,5,1,1,13,5,7,26,,,,2,606,14927,22817
29,TLAXCALA,42,XICOHTZINCO,5,19,518,828,887,129,400,424,3370,109,514,270,21,7,0,6,0,0,0,0,,,,9,405,7897,11237
29,TLAXCALA,43,YAUHQUEMEHCAN,11,40,2334,2011,331,485,377,242,5393,458,1763,537,44,15,6,3,0,0,0,0,,,,7,769,14775,26016
29,TLAXCALA,44,ZACATELCO,14,53,1878,2957,1136,673,1198,828,9828,354,998,1507,91,26,13,7,0,0,0,0,,,,13,1211,22718,34709
29,TLAXCALA,45,SANTA APOLONIA TEACALCO,2,6,358,247,95,41,389,51,1387,189,69,80,7,2,1,0,0,0,0,0,,,,1,189,3106,3774
29,TLAXCALA,46,SANTA CRUZ QUILEHTLA,3,8,128,280,226,262,480,169,1753,47,98,89,5,0,0,0,2,1,0,3,,,,0,223,3766,5169
29,TLAXCALA,47,SAN JUAN HUACTZINCO,2,9,258,509,208,161,349,95,1800,220,304,268,5,0,0,0,0,0,0,0,,,,0,244,4421,5587
29,TLAXCALA,48,SANTA CATARINA AYOMETLA,4,11,356,454,282,75,487,393,2221,200,486,70,6,1,1,0,0,0,0,0,,,,1,364,5397,7145
29,TLAXCALA,49,SANTA ISABEL XILOXOXTLA,2,6,160,551,44,68,324,188,866,47,57,54,1,0,0,0,1,0,0,2,,,,0,126,2489,3361
29,TLAXCALA,50,SAN JOSE TEACALCO,5,8,424,562,93,57,55,124,1066,74,72,95,5,5,1,1,2,0,3,2,,,680,0,167,3488,4434
29,TLAXCALA,51,SAN FRANCISCO TETLANOHCAN,3,13,315,808,121,514,586,304,2218,122,359,393,4,3,0,2,2,1,2,6,,,,0,369,6129,8504
29,TLAXCALA,52,LA MAGDALENA TLALTELULCO,5,21,720,1156,232,1175,823,356,3119,239,308,1271,17,5,0,0,9,2,8,12,,,,2,505,9959,13667
29,TLAXCALA,53,SAN DAMIAN TEXOLOC,2,7,212,404,73,59,765,116,1350,59,54,51,5,2,0,0,0,0,0,0,,,,2,177,3329,4596
29,TLAXCALA,54,EMILIANO ZAPATA,4,8,220,914,109,67,24,14,643,55,47,187,5,5,1,2,1,2,1,2,,,392,0,112,2803,3324
29,TLAXCALA,55,LAZARO CARDENAS,2,4,167,219,59,87,117,24,266,191,104,89,3,0,1,0,1,1,0,0,,,564,1,104,1998,2376
29,TLAXCALA,56,SAN JERONIMO ZACUALPAN,2,5,135,365,43,23,675,343,773,44,30,25,6,3,0,0,0,0,0,0,,,,0,132,2597,3136
29,TLAXCALA,57,SAN LUCAS TECOPILCO,2,5,245,339,43,29,212,77,590,78,143,38,5,6,0,1,0,0,0,0,,,,2,138,1946,2536
29,TLAXCALA,58,SANTA ANA NOPALUCAN,2,8,322,334,691,43,1172,29,1593,33,44,48,8,1,0,0,0,0,0,0,,,,1,182,4501,5710
29,TLAXCALA,59,SAN LORENZO AXOCOMANITLA,2,6,219,253,573,30,353,50,1369,25,67,71,5,0,1,1,0,0,0,0,,,,1,181,3199,3944
29,TLAXCALA,60,BENITO JUAREZ,2,7,69,616,1432,23,32,46,644,18,43,57,6,3,0,10,0,0,0,0,,,,1,101,3101,4575
30,VERACRUZ,1,ACAJETE,4,12,439,1286,198,616,73,735,1098,61,544,68,16,8,1,1,0,0,0,0,,,,0,249,5393,6945
30,VERACRUZ,2,ACATLAN,2,4,330,58,46,283,500,323,627,25,15,15,10,2,1,0,0,1,1,2,,,,1,39,2279,2542
30,VERACRUZ,3,ACAYUCAN,40,107,1428,1244,9913,844,410,388,14934,726,534,4908,353,10,68,65,159,15,78,59,,,,12,1292,37440,64203
30,VERACRUZ,4,ACTOPAN,38,65,1906,1360,671,1392,1029,2760,7263,452,1320,2789,18,8,3,3,5,2,9,16,,,,9,742,21757,32487
30,VERACRUZ,5,ACULA,7,9,150,54,16,1079,73,54,1562,108,47,33,3,0,0,0,23,14,15,2,,,,1,112,3346,4184
30,VERACRUZ,6,ACULTZINGO,14,28,228,326,768,141,135,113,4266,358,2033,1451,7,3,5,2,18,3,3,7,,,,1,463,10331,14956
30,VERACRUZ,7,CAMARON DE TEJEDA,3,9,329,75,982,119,28,63,1943,71,61,328,8,0,7,1,8,0,4,0,,,,3,139,4169,5023
30,VERACRUZ,8,ALAMO TEMAPACHE,69,146,13364,1561,1297,3471,1317,1225,14368,1591,713,4571,66,43,35,8,107,39,72,34,,,,11,1238,45131,80760
30,VERACRUZ,9,ALPATLAHUAC,5,12,1464,149,1699,80,38,29,1051,35,316,13,17,10,8,10,2,0,1,0,,,,1,171,5094,6733
30,VERACRUZ,10,ALTO LUCERO DE GUTIERREZ BARRIOS,33,48,401,1328,1164,594,1345,3572,3838,235,130,2319,13,5,2,4,51,15,6,46,,,,3,623,15694,22295
30,VERACRUZ,11,ALTOTONGA,29,82,3522,4687,1334,2483,961,1008,7926,1463,1845,860,26,39,13,13,0,0,0,0,,,,8,1655,27843,43876
30,VERACRUZ,12,ALVARADO,40,79,4811,1094,713,1803,1616,2676,6194,1061,3416,1252,153,24,25,4,115,42,61,26,,,,9,972,26067,42944
30,VERACRUZ,13,AMATITLAN,7,13,276,128,38,95,646,1107,1901,114,94,84,1,0,0,0,34,16,5,15,,,,1,250,4805,6142
30,VERACRUZ,14,AMATLAN DE LOS REYES,26,57,2872,2290,89,171,199,1023,9814,323,351,2087,55,25,4,1,21,2,16,19,,,,10,458,19830,31903
30,VERACRUZ,15,NARANJOS AMATLAN,19,36,2221,816,78,2731,212,164,5721,395,81,368,57,21,2,1,18,2,20,5,,,,269,278,13460,19516
30,VERACRUZ,16,ANGEL R. CABADA,24,45,729,1062,1997,2074,127,1920,7889,267,332,133,113,13,17,25,3,2,18,13,,,,2,457,17193,25711
30,VERACRUZ,17,LA ANTIGUA,21,42,1263,712,153,169,1377,2896,4734,160,476,333,30,11,1,0,61,16,8,117,,,,7,441,12965,24183
30,VERACRUZ,18,APAZAPAN,5,6,114,151,378,44,237,461,794,80,352,175,13,0,1,1,11,2,2,10,,,,1,193,3020,3597
30,VERACRUZ,19,AQUILA,1,4,31,46,5,83,9,5,154,554,465,3,0,1,0,0,0,0,0,0,,,,0,69,1425,1661
30,VERACRUZ,20,ASTACINGA,3,9,909,593,94,241,135,148,841,20,576,13,0,3,1,1,10,6,8,5,,,,0,67,3671,4911
30,VERACRUZ,21,ATLAHUILCO,5,13,1417,1426,236,73,150,44,1244,54,76,993,7,16,4,6,2,1,0,9,,,,1,294,6053,7517
30,VERACRUZ,22,ATOYAC,16,35,1990,550,143,321,106,950,5144,459,356,498,35,12,1,0,16,1,6,9,,,,62,469,11128,17174
30,VERACRUZ,23,ATZACAN,11,27,1658,809,1527,176,147,1379,3943,971,159,295,56,13,15,11,18,1,9,8,,,,1,525,11721,14918
30,VERACRUZ,24,ATZALAN,34,80,706,8737,116,1556,341,1243,7170,701,605,650,87,44,3,7,0,0,0,0,,,,7,701,22674,35874
30,VERACRUZ,25,TLALTETELA,6,22,1194,2341,861,64,109,976,2627,212,104,150,29,10,10,4,8,1,3,21,,,,2,313,9039,11740
30,VERACRUZ,26,AYAHUALULCO,8,28,1084,5010,45,130,95,615,2090,246,336,189,48,38,5,10,0,0,0,0,,,,3,920,10864,16152
30,VERACRUZ,27,BANDERILLA,9,33,1287,1419,1679,498,167,1868,3526,271,211,252,184,17,28,23,0,0,0,0,,,,5,453,11888,19291
30,VERACRUZ,28,BENITO JUAREZ,10,21,2300,2206,45,1280,143,79,2262,115,164,94,5,18,5,2,5,3,4,3,,,,0,282,9015,11630
30,VERACRUZ,29,BOCA DEL RIO,96,213,35686,3033,393,1022,471,2880,19706,890,611,723,320,129,28,2,145,9,69,94,,,,29,1259,67499,124715
30,VERACRUZ,30,CALCAHUALCO,5,17,391,2103,151,389,71,245,2331,151,194,108,64,20,2,2,0,2,0,1,,,,2,417,6644,9014
30,VERACRUZ,31,CAMERINO Z. MENDOZA,16,40,1378,1345,1259,356,253,848,7850,912,500,600,169,17,22,13,84,7,21,30,,,,14,1057,16735,23317
30,VERACRUZ,32,CARRILLO PUERTO,8,26,2184,2491,36,166,172,360,3661,328,106,77,17,24,2,3,15,2,4,3,,,,11,224,9886,13273
30,VERACRUZ,33,CASTILLO DE TEAYO,15,27,2428,993,71,161,1086,130,3272,166,80,1502,11,8,2,0,41,24,8,22,,,,0,330,10335,14866
30,VERACRUZ,34,CATEMACO,25,65,1053,940,3342,338,833,1458,13019,646,673,509,124,12,29,14,15,2,16,17,,,,5,709,23754,36881
30,VERACRUZ,35,CAZONES DE HERRERA,15,37,2130,176,2077,182,140,5222,3397,101,78,203,10,2,10,0,3,0,1,5,,,,1,322,14060,19134
30,VERACRUZ,36,CERRO AZUL,24,35,632,664,67,2119,271,1671,4825,336,271,133,8,6,0,0,9,2,15,7,,,,3,279,11318,18555
30,VERACRUZ,37,CITLALTEPETL,9,15,1721,1098,27,100,91,106,1502,47,157,427,11,4,2,0,15,3,1,3,,,,6,375,5696,7414
30,VERACRUZ,38,COACOATZINTLA,5,15,525,308,887,1117,273,864,1175,263,178,140,16,5,6,2,0,0,0,0,,,,6,337,6102,7819
30,VERACRUZ,39,COAHUITLAN,3,9,1981,45,169,172,1482,16,862,10,64,34,1,2,8,0,0,0,0,0,,,,0,163,5009,5928
30,VERACRUZ,40,COATEPEC,51,124,5607,5097,646,1259,428,3078,16658,1032,898,1805,289,102,14,7,0,0,0,0,,,,46,1618,38584,70613
30,VERACRUZ,41,COATZACOALCOS,217,443,6778,19341,1928,3584,2672,7327,74025,2585,1116,2800,708,178,31,61,0,0,0,0,,,,95,3361,126590,245505
30,VERACRUZ,42,COATZINTLA,29,68,764,1150,3201,881,478,1807,8395,2078,456,976,134,7,17,14,124,28,83,37,,,,12,619,21261,39832
30,VERACRUZ,43,COETZALA,2,3,113,166,8,31,267,11,580,253,16,29,2,1,0,0,12,2,0,12,,,,1,159,1663,1832
30,VERACRUZ,44,COLIPA,6,10,85,40,1312,270,166,50,1619,50,82,50,6,0,5,0,0,0,0,0,,,,0,207,3942,4725
30,VERACRUZ,45,COMAPA,10,26,3109,3804,48,741,53,91,2661,94,88,376,3,12,3,5,29,5,21,3,,,,0,271,11417,14955
30,VERACRUZ,46,CORDOBA,114,278,12830,11763,2120,1722,1071,6344,40767,1847,2580,3299,828,283,31,52,316,41,167,190,,,,120,2834,89205,160487
30,VERACRUZ,47,COSAMALOAPAN,41,81,3114,829,288,3575,1845,2271,9605,862,952,731,35,12,10,3,19,15,26,30,,,,11,1042,25275,42242
30,VERACRUZ,48,COSAUTLAN DE CARVAJAL,9,21,1766,567,52,104,814,1146,2270,84,220,107,33,20,5,1,0,0,0,0,,,,0,521,7710,11501
30,VERACRUZ,49,COSCOMATEPEC,22,63,1304,2933,2259,705,1652,6426,4778,425,250,414,332,72,37,27,8,3,6,26,,,,4,1012,22673,38583
30,VERACRUZ,50,COSOLEACAQUE,69,163,2488,12564,954,426,424,729,27283,839,524,649,414,129,29,64,0,0,0,0,,,,22,1507,49045,88967
30,VERACRUZ,51,COTAXTLA,14,32,4556,150,51,155,155,3069,4255,127,59,113,19,13,5,0,10,2,7,3,,,,2,315,13066,16557
30,VERACRUZ,52,COXQUIHUI,9,20,1174,38,91,78,28,13,1045,28,27,699,2,3,0,0,0,0,0,0,,,,0,85,3311,11481
30,VERACRUZ,53,COYUTLA,11,28,414,198,223,117,95,4671,5630,658,498,66,5,0,0,0,0,0,0,0,,,,4,253,12832,16791
30,VERACRUZ,54,CUICHAPA,7,16,1179,1514,24,353,40,55,2993,254,48,39,5,6,0,0,3,1,5,3,,,,3,165,6690,9018
30,VERACRUZ,55,CUITLAHUAC,17,38,3213,2054,117,1713,286,294,3952,269,94,179,62,48,9,4,119,22,77,22,,,,11,377,12922,20771
30,VERACRUZ,56,CHACALTIANGUIS,10,20,186,276,43,126,294,1176,3582,397,180,274,1,1,3,0,22,5,9,25,,,,2,459,7061,9000
30,VERACRUZ,57,CHALMA,9,20,239,171,55,1734,401,1315,3146,267,152,84,3,0,3,1,3,3,16,7,,,,0,562,8162,9798
30,VERACRUZ,58,CHICONAMEL,6,9,232,1123,1153,26,29,24,1030,26,34,95,0,1,3,2,1,0,3,1,,,,0,110,3893,4933
30,VERACRUZ,59,CHICONQUIACO,8,18,354,137,37,3205,235,536,631,70,21,2033,2,1,0,0,3,13,16,1,,,,0,248,7543,9644
30,VERACRUZ,60,CHICONTEPEC,47,82,1213,859,7323,7461,1015,1398,7128,723,447,621,84,24,48,19,14,7,42,15,,,,35,976,29452,39938
30,VERACRUZ,61,CHINAMECA,13,25,105,1826,313,86,85,793,4916,209,240,444,3,2,2,2,0,0,0,0,,,,5,269,9300,13673
30,VERACRUZ,62,CHINAMPA DE GOROSTIZA,10,22,3978,119,17,135,28,117,3175,48,249,59,9,4,4,0,8,0,5,2,,,,0,137,8094,10869
30,VERACRUZ,63,LAS CHOAPAS,43,112,3717,3574,1241,418,1559,248,16237,727,323,368,697,132,66,48,237,40,37,263,,,,4,1348,31284,56791
